sentences,labels,sentences_zh
Offline tDCS modulates prefrontal cortical-subcortical cerebellar fear pathways in delayed fear extinction,neuroscience,离线TDCS调节前额叶皮质皮质毛皮小脑恐惧途径延迟恐惧灭绝
Integrative analysis of the plasma proteome and polygenic risk of cardiometabolic diseases,genetics,血浆蛋白质组和心脏代谢性疾病的多基因风险的综合分析
A role for the locus coeruleus in the modulation of feeding,neuroscience,基因座层的作用在调制饲料中
Theta activity paradoxically boosts gamma and ripple frequency sensitivity in prefrontal interneurons,neuroscience,theta活性矛盾地增强了前额外神经元中的伽玛和连锁频率灵敏度
"Relationships between community composition, productivity and invasion resistance in semi-natural bacterial microcosms",ecology,半自然细菌缩影中社区组成，生产率和耐药性之间的关系
Mismatch responses mediated by adaptation and deviance detection have complementary functional profiles that point to different auditory short-term memory systems,neuroscience,通过适应和偏差检测介导的不匹配响应具有互补的功能曲线，指向不同的听觉短期记忆系统
A neurocomputational model for intrinsic reward,neuroscience,一种内在奖励的神经计算模型
Enrichment of Skeletal Stem Cells from Human Bone Marrow Using Spherical Nucleic Acids,cell biology,使用球形核酸从人骨髓中富集骨骼干细胞
α-Phenylalanyl tRNA synthetase attenuates Notch signaling by competing with Notch through its N-terminal domain,cell biology,α-苯基丙酰基TRNA合成酶通过通过其N末端结构域与Notch竞争，从而减弱Notch信号传导
Tracking dynamic adjustments to decision making and performance monitoring processes in conflict tasks,neuroscience,跟踪冲突任务中决策和绩效监控过程的动态调整
Hippocampus and amygdala fear memory engrams re-emerge after contextual fear relapse,neuroscience,海马和杏仁核恐惧记忆engrams在上下文恐惧复发后重新出现
The evolutionary origins of extreme halophilic Archaea,microbiology,极端卤素古细菌的进化起源
Interpretable machine learning models for single-cell ChIP-seq imputation,bioinformatics,单细胞芯片插入的可解释的机器学习模型
Dnmt3a knockout in excitatory neurons impairs postnatal synapse maturation and is partly compensated by repressive histone modification H3K27me3,neuroscience,兴奋性神经元中的DNMT3A敲除损害出生后突触的成熟，部分通过抑制性组蛋白修饰H3K27ME3进行了补偿
TENET: Gene network reconstruction using transfer entropy reveals key regulatory factors from single cell transcriptomic data,bioinformatics,宗旨：使用转移熵的基因网络重建揭示了单细胞转录组数据中的关键调节因素
Single cell transcriptomic analysis identifies Langerhans cells immunocompetency is critical for ability to induce tolerogenic T cells.,systems biology,单细胞转录组分析鉴定了Langerhans细胞的免疫能力对于诱导耐受性T细胞的能力至关重要。
A dynamic normalization model of temporal attention,neuroscience,时间注意的动态归一化模型
Multimodal Learning of Pheromone Locations,neuroscience,信息素位置的多模式学习
Discovery of dual inhibitors of KPC-3 and KPC-15 of Klebsiella pneumoniae :an in-silico molecular docking and dynamics study,bioinformatics,发现KPC-3和KPC-15的双重抑制剂Klebsiella肺炎：一种内部分子对接和动力学研究
SSnet: A Deep Learning Approach for Protein-Ligand Interaction Prediction,bioinformatics,SSNET：蛋白质 - 配体相互作用预测的深度学习方法
Influence of native endophytic bacteria on the growth and bacterial crown rot tolerance of papaya (Carica papaya),plant biology,天然内生细菌对木瓜（Carica Papaya）的生长和细菌冠状耐受性的影响
"Adenosine receptor and its downstream targets, mod(mdg4) and Hsp70, work as a signaling pathway modulating cytotoxic damage in Drosophila",genetics,腺苷受体及其下游靶标MOD（MDG4）和HSP70作为信号通路，可调节果蝇中细胞毒性损伤
OBERON3 and SUPPRESSOR OF MAX2 1-LIKE proteins form a regulatory module specifying phloem identity,plant biology,Oberon3和Max2 1类蛋白的抑制剂形成一个调节模块，指定韧皮部身份
Model balancing: in search of consistent metabolic states and in-vivo kinetic constants,systems biology,模型平衡：寻找一致的代谢状态和体内动力学常数
Two distinct bacterial biofilm components trigger metamorphosis in the colonial hydrozoan Hydractinia echinata,ecology,两种不同的细菌生物膜成分触发殖民氢化菌中的hydractinia echinata触发变态
Donut-like organization of inhibition underlies categorical neural responses in the midbrain,neuroscience,中脑的抑制类似甜甜圈抑制组织分类神经反应的基础
Single cell transcriptome analysis reveals RGS1 as a new marker and promoting factor for T cell exhaustion in multiple cancers,cancer biology,单细胞转录组分析揭示了RGS1是多种癌症中T细胞耗尽的新标记和促进因子
The making of calibration sausage exemplified by recalibrating the transcriptomic timetree of jawed vertebrates,evolutionary biology,通过重新校准颌脊椎动物的转录时间表来体现校准香肠的制作
Optimal evolutionary control for artificial selection on molecular phenotypes,evolutionary biology,对分子表型的人工选择的最佳进化控制
Evidence for novel transient cell clusters in the neonatal mouse retina,neuroscience,新生小鼠视网膜中新型短暂细胞簇的证据
Evolution of olfactory receptors tuned to mustard oils in herbivorous Drosophilidae,evolutionary biology,在食草果蝇中调整为芥末油的嗅觉受体的演变
Organelle specific protein profiling with light mediated proximal labeling in living cells,biochemistry,细胞器特异性蛋白质分析，在活细胞中带有光介导的近端标记
NanoCaller for accurate detection of SNPs and indels in difficult-to-map regions from long-read sequencing by haplotype-aware deep neural networks,bioinformatics,纳米呼叫仪，可准确检测出从单倍型感知的深度神经网络中的长阅读测序中难以映射区域中的SNP和indels
Graded recruitment of pupil-linked neuromodulation by parametric stimulation of the vagus nerve,neuroscience,通过对迷走神经的参数刺激对学生关联神经调节的分级募集
Tracking niche change through time: simultaneous inference of ecological niche evolution and estimation of contemporary niches,evolutionary biology,跟踪利基随着时间的变化：同时推断生态利基进化和当代生态位的估计
Predictive olfactory learning in Drosophila,neuroscience,果蝇的预测嗅觉学习
The co-stimulatory activity of Tim-3 requires Akt and MAPK signaling and immune synapse recruitment,immunology,TIM-3的共刺激活动需要AKT和MAPK信号传导和免疫突触募集
A standardized gnotobiotic mouse model harboring a minimal 15-member mouse gut microbiota recapitulates SOPF/SPF phenotypes,microbiology,具有最小的15成员肠道菌群的标准化gnotobiotic小鼠模型概括了SOPF/SPF表型
Engineering indel and substitution variants of diverse and ancient enzymes using Graphical Representation of Ancestral Sequence Predictions (GRASP),bioinformatics,使用祖先序列预测的图形表示（grasp）的工程indel和替代变体的替代变体
Designing signaling environments to steer transcriptional diversity in neural progenitor cell populations,systems biology,在神经祖细胞种群中设计信号环境以引导转录多样性
Effect of high-frequency low-intensity pulsed electric field on protecting SH-SY5Y cells against hydrogen peroxide and β-amyloid-induced cell injury via ERK pathway,neuroscience,高频低强度脉冲电场对通过ERK途径保护SH-SY5Y细胞免受过氧化氢和β-淀粉样蛋白诱导的细胞损伤的影响
Binary and analog variation of synapses between cortical pyramidal neurons,neuroscience,皮质锥体神经元之间突触的二元和类似物变化
Material category of visual objects computed from specular image structure,neuroscience,根据镜面图像结构计算的视觉对象的材料类别
An antigenic diversification threshold for falciparum malaria transmission at high endemicity,evolutionary biology,恶性疟疾传播的抗原多样性阈值高流行性
Epitope-tagging of the endogenous murine BiP/GRP78/Hspa5 locus allows direct analysis of the BiP interactome and protein misfolding in vivo.,molecular biology,内源性鼠BIP/GRP78/HSPA5基因座的表位标记可以直接分析BIP Itesconterome和蛋白质在体内的折叠率错折。
Plant Trans-Golgi Network/Early Endosome pH regulation requires Cation Chloride Cotransporter (CCC1),plant biology,植物反式高尔基网络/早期内体pH调节需要阳离子氯离子共转运蛋白（CCC1）
To Group or not to group: Group size dynamics and intestinal parasites in Indian peafowl populations,ecology,分组或不小组：印度孔雀种群中的小组大小动态和肠道寄​​生虫
Consequences of combining sex-specific life-history traits,evolutionary biology,结合性别特定生活历史特征的后果
Biophysical basis of cellular multi-specificity encoded in a model molecular switch,systems biology,在模型分子开关中编码的细胞多特异性的生物物理基础
The mechanisms of in vivo commensal control of Clostridioides difficile virulence,microbiology,梭状芽胞杆菌艰难梭菌毒力的体内共生控制机制
"Modeling gene expression evolution with EvoGeneX uncovers differences in evolution of species, organs and sexes",evolutionary biology,用Evogenex建模基因表达进化，发现物种，器官和性别的进化差异
Different forms of variability could explain a difference between human and rat decision making,neuroscience,不同形式的可变性可以解释人类和大鼠决策之间的差异
Mechanical control of morphogenetic robustness in an inherently challenging environment,developmental biology,在本质上具有挑战性的环境中机械控制形态发生鲁棒性
Scanning electron microscopy preparation of the cellular actin cortex: a quantitative comparison between critical point drying and hexamethyldisilazane drying,biophysics,细胞肌动蛋白皮层的扫描电子显微镜制备：临界点干与六甲基二硅烷干燥之间的定量比较
Protein sequence design with a learned potential,bioinformatics,蛋白质序列设计具有博学的潜力
Regulation of mitophagy by the NSL complex underlies genetic risk for Parkinson's disease at Chr16q11.2 and on the MAPT H1 allele,neuroscience,NSL复合物对线粒体的调节是帕金森氏病的遗传风险，在CHR16Q11.2和MAPT H1等位基因上
Lumbar corticospinal tract in rodents modulates sensory inputs but does not convey motor command,neuroscience,啮齿动物中的腰椎皮质脊髓道调节感觉输入，但不传达电动机命令
Subliminal perception can be predicted from prestimulus activity,neuroscience,可以预测潜意识的感知。
"Predictive feedback, early sensory representations and fast responses to predicted stimuli depend on NMDA receptors",neuroscience,预测反馈，早期感觉表示和对预测刺激的快速反应取决于NMDA受体
Computed tomography reveals hip dysplasiain the extinct Pleistocene saber-tooth cat Smilodon,paleontology,计算机断层扫描揭示了髋关节增生症灭绝的更新世剑齿猫smilodon
Role of the transcriptional regulator SP140 in resistance to bacterial infections via repression of type I interferons,immunology,转录调节剂SP140在对细菌感染的抗性中通过抑制I型干扰素的作用
Error correction enables use of Oxford Nanopore technology for reference-free transcriptome analysis,bioinformatics,错误校正使使用牛津纳米孔技术进行无参考的转录组分析
Bayesian cell-type deconvolution and gene expression inference reveals tumor-microenvironment interactions,genomics,贝叶斯细胞型反卷积和基因表达推断揭示了肿瘤 - 微环境相互作用
RNA-binding protein Syncrip regulates Starvation-Induced Hyperactivity in adult Drosophila,genomics,RNA结合蛋白综合调节成年果蝇的饥饿诱导的多动症
4DNvestigator: Time Series Genomic Data Analysis Toolbox,bioinformatics,4DNVESTIGATOR：时间序列基因组数据分析工具箱
"A silent disco: Persistent entrainment of low-frequency neural oscillations underlies beat-based, but not pattern-based temporal expectations",neuroscience,无声的迪斯科：持续夹带低频神经振荡是基于节拍的基于模式的时间期望的基础
The formation of microbial exoskeletons is driven by a controlled calcium-concentrating subcellular niche,microbiology,微生物外骨骼的形成是由受控的钙浓缩亚细胞生态市场驱动的
Geographical and environmental contributions to genomic divergence in mangrove forests,evolutionary biology,红树林对基因组差异的地理和环境贡献
A semi-empirical model of the aerodynamics of manoeuvring insect flight,biophysics,机动昆虫飞行空气动力学的半经验模型
Trial-by-trial predictions of subjective time from human brain activity,neuroscience,人脑活动的主观时间进行试验预测
Fundamental resource specialization of herbivorous butterflies decreases toward lower latitudes,ecology,草食蝴蝶的基本资源专业化降低了较低的纬度
Succination of Dihydrolipoyllysine Succinyltransferase by Fumarate Exacerbates Defective Mitochondrial ATP Production during Complex I Deficiency,biochemistry,在复杂的I缺乏症中，通过富马酸盐加剧了有缺陷的线粒体ATP的二氢脂酰碱性琥珀酰转移酶
Propranolol promotes bone formation and limits resorption through novel mechanisms during anabolic parathyroid hormone treatment in female C57BL/6J mice,physiology,普萘洛尔在雌性C57BL/6J小鼠中促进骨形成，并通过新代谢性甲状旁腺激素治疗期间的新机制限制骨骼形成
Changes in partner traits drive variation in plant-nectar robber interactions across habitats,ecology,伴侣特征的变化驱动跨栖息地的植物 - 纳克强盗互动的变化
DLG2 knockout reveals neurogenic transcriptional programs underlying neuropsychiatric disorders and cognition,developmental biology,DLG2敲除揭示了神经精神疾病和认知的神经源性转录程序
Design and demonstration in vitro of mouse-specific Transcranial Magnetic Stimulation coil,neuroscience,在体外设计和演示小鼠特异性经颅磁刺激线圈
Choice can be predicted from populations of bursting neurons in superficial layers of monkey V1,neuroscience,可以从猴子浅层层中爆发神经元的种群预测选择
Radius-Optimized Efficient Template Matching for Lesion Detection from Brain Images,neuroscience,从大脑图像中检测病变检测的半径优化的有效模板匹配
Mitogen-activated protein kinase activity drives cell trajectories in colorectal cancer,cancer biology,有丝分裂原激活的蛋白激酶活性驱动结直肠癌的细胞轨迹
Highly Multiplexed Single-Cell Full-Length cDNA Sequencing of human immune cells with 10X Genomics and R2C2,genomics,具有10倍基因组和R2C2的人类免疫细胞的高度多重单细胞全长cDNA测序
Music-selective neural populations arise without musical training,neuroscience,音乐选择性神经种群在没有音乐训练的情况下出现
Differential contributions of synaptic and intrinsic inhibitory currents to speech segmentation via flexible phase-locking in neural oscillators,neuroscience,突触和固有抑制电流对语音分割的差异贡献通过神经振荡器中的柔性相锁定
Calcium-independent astrocytic lipid release modulates neuronal excitability,neuroscience,独立于钙的星形胶质细胞脂质释放调节神经元兴奋性
A population-level statistic for assessing Mendelian behavior of genotyping-by-sequencing data from highly duplicated genomes,bioinformatics,人口级统计量，用于评估来自高度重复基因组的基因分型数据的孟德尔行为
Engram reactivation during memory retrieval predicts long-term memory performance in aged mice,neuroscience,记忆检索期间的Engram重新激活可预测老年小鼠的长期记忆表现
Structural analysis of Sulfolobus solfataricus TF55β chaperonin in open and filamentous states,biophysics,在开放式和丝状状态下的磺胺溶液TF55β伴侣蛋白的结构分析
Increased fronto-temporal connectivity by modified melody in real music,neuroscience,在真实音乐中修饰的旋律提高了额快的连通性
Species coexistence in resource-limited patterned ecosystems is facilitated by the interplay of spatial self-organisation and intraspecific competition,ecology,空间自我组织和种内竞争的相互作用促进了资源有限的图案生态系统中的物种共存
Evolutionary and ecological processes influencing chemical defense variation in an aposematic and mimetic Heliconius butterfly,evolutionary biology,进化和生态过程影响了序言和模拟Heliconius蝴蝶的化学防御变化
Phosphatidylinositol Acyl Chains Configure Priming and Activation of the NLRP3 Inflammasome,immunology,磷脂酰肌醇酰基链构型和NLRP3炎症体的激活
Cell competition acts as a purifying selection to eliminate cells with mitochondrial defects during early mouse development,developmental biology,细胞竞争是一种纯化的选择，以消除早期小鼠发育过程中线粒体缺陷的细胞
Conceptual knowledge affects early stages of visual mental imagery and object perception,neuroscience,概念知识会影响视觉心理图像和对象感知的早期阶段
Efficient Coding in the Economics of Human Brain Connectomics,neuroscience,人脑连接经济学经济学的有效编码
A Connectivity-based Psychometric Prediction Framework for Brain-behavior Relationship Studies,neuroscience,基于连通性的心理测定预测框架脑行为关系研究
Modular and distinct PlexinA4/Farp2/Rac1 signaling controls dendrite morphogenesis,neuroscience,模块化和独特的Plexina4/farp2/rac1信号传导控制树突形态发生
De novo learning versus adaptation of continuous control in a manual tracking task,neuroscience,在手动跟踪任务中，从头学习与连续控制的适应
Positive selection and gene duplications in tumour suppressor genes reveal clues abouthow cetaceans resist cancer,evolutionary biology,肿瘤抑制基因中的阳性选择和基因重复揭示了线索，恰如其分的鲸类动物抵抗癌症
Regeneration in adult Drosophila brain,neuroscience,成人果蝇大脑的再生
The hippocampal formation as a hierarchical generative model supporting generative replay and continual learning,neuroscience,海马形成是一种层次生成模型，支持生成重播和持续学习
Flight demand and environmental niche are associated with molecular evolutionary rates in a large avian radiation,evolutionary biology,飞行需求和环境利基市场与大型鸟类辐射中的分子进化率有关
Genetic population structure constrains local adaptation in sticklebacks,evolutionary biology,遗传种群结构限制了稳态的局部适应
Chronic Staphylococcus aureus infection is cured by theory-driven therapy,systems biology,金黄色葡萄球菌感染通过理论驱动的疗法治愈
Virtual connectomic datasets in Alzheimer's Disease and aging using whole-brain network dynamics modelling,neuroscience,阿尔茨海默氏病和使用全脑网络动力学建模的虚拟连接数据集和衰老
A role for reward valuation in the serotonergic modulation of impulsivity,neuroscience,在冲动性的血清素能调节中奖励估值的作用
DNA damage and macrophage infiltration in the ovaries of the long-lived GH deficient Ames Dwarf and the short-lived bGH transgenic mice,physiology,长期寿命GH缺乏的Ames矮人和短寿命的BGH转基因小鼠的卵巢中的DNA损伤和巨噬细胞浸润
"A simple, cheap, and robust protocol for the identification of mating type in Saccharomyces cerevisiae",microbiology,一种简单，便宜且健壮的协议，用于识别酿酒酵母中的交配类型
Genome-wide discovery of lupus genetic risk variant allelic regulatory activity,genomics,狼疮遗传风险变异等位基因调节活性的全基因组发现
A morphological trait involved in reproductive isolation between Drosophila sister species is sensitive to temperature,evolutionary biology,果蝇姊妹物种之间涉及生殖隔离的形态学特征对温度敏感
Ribosome heterogeneity in Drosophila melanogaster gonads through paralog-switching,biochemistry,果蝇果蝇中的核糖体异质性通过旁系同源性开关
A signal of competitive dominance in mid-latitude herbaceous plant communities,ecology,中纬度草本植物社区中竞争优势的信号
Description of a widespread bacterial secretion system with chemically diverse substrates,microbiology,用化学多样的底物的广泛细菌分泌系统的描述
Desmosomes polarize mechanical signaling to govern epidermal tissue form and function,cell biology,脱骨小体极化机械信号传导以控制表皮组织形式和功能
Use of high-refractive index hydrogels and tissue clearing for large biological sample imaging,pathology,大型生物样品成像的高反射指数水凝胶和组织清除
Evidence of Absence Regression: A Binomial N-Mixture Model for Estimating Fatalities at Wind Power Facilities,ecology,缺席回归的证据：估计风力设施死亡的二项式N混合模型
Development of early postnatal inhibitory function in the mouse medial prefrontal and primary somatosensory cortex,neuroscience,在小鼠内侧前额叶和原发性体感皮质中的早期产后抑制功能的发展
Not only compulsivity: The SAPAP3-KO mouse reconsidered as a comorbid model expressing a spectrum of pathological repetitive behaviors.,neuroscience,不仅强迫性：SAPAP3-KO小鼠重新考虑为表达一系列病理性重复行为的合并症模型。
Disentangling the roles of neocortical alpha/beta and hippocampal theta/gamma oscillations in human episodic memory formation,neuroscience,解开新皮层α/β和海马theta/伽马振荡在人类情节记忆形成中的作用
Short hydrogen bonds enhance non-aromatic protein-related fluorescence,biophysics,短氢键增强了非芳族蛋白质相关荧光
Prolonged disturbance of proteostasis induces cellular senescence via temporal mitochondrial dysfunction and enhanced mitochondrial biogenesis in human fibroblasts,cell biology,长时间的蛋白质症疾病通过颞下部功能障碍诱导细胞衰老，并在人成纤维细胞中增强的线粒体生物发生
Establishment of a Human RNA Pol II Pausing System and the Identification of O-GlcNAc Cycling Regulating Pol II Pausing and Elongation,biochemistry,建立人RNA Pol II暂停系统，并识别O-GlcNAC循环调节Pol II暂停和伸长
Entropy of city street networks linked to future spatial navigation ability,neuroscience,与未来的空间导航能力相关的城市街网络的熵
Single molecule imaging reveals the collective and independent search mechanisms of cFos and cJun on DNA,biochemistry,单分子成像揭示了DNA上CFO和CJUN的集体和独立搜索机制
Climate change will drive novel cross-species viral transmission,ecology,气候变化将推动新颖的跨物种病毒传播
Adaptive divergence generates distinct plastic responses in two closely related Senecio species,evolutionary biology,自适应差异在两个密切相关的塞内西奥物种中产生独特的塑性反应
TMEM184b is necessary for IL-31 induced itch,neuroscience,TMEM184B对于IL-31诱导的瘙痒是必需的
Schizophrenia Risk Alleles Often Affect The Expression of Many Genes and Each Gene May Have a Different Effect On The Risk; A Mediation Analysis.,genetics,精神分裂症的风险等位基因通常会影响许多基因的表达，每个基因可能对风险有不同的影响。调解分析。
Are skyline plot-based demographic estimates overly dependent on smoothing prior assumptions?,genetics,基于天际线的人口统计学估计是否过于取决于平滑先前的假设？
Epithelial-to-mesenchymal transition proceeds through directional destabilization of multidimensional attractor,biophysics,上皮到间质转变通过多维吸引子的定向不稳定进行
Contrasting Effects of Western vs. Mediterranean Diets on Monocyte Inflammatory Gene Expression and Social Behavior in a Primate Model,genomics,西方与地中海饮食对灵长类动物模型中单核细胞炎症基因表达和社会行为的对比影响
MazeMaster: an open-source Python-based software package for controlling virtual reality experiments,neuroscience,Mazemaster：一个基于Python的开源软件包，用于控制虚拟现实实验
Abnormal center of mass control during balance: a new biomarker of falls in people with Parkinson's disease,neuroscience,平衡期间的质量控制异常中心：帕金森氏病患者跌倒的新生物标志物
Evaluation of DNA extraction protocols from liquid-based cytology specimens for studying cervical microbiota,microbiology,从基于液体的细胞学样本中评估DNA提取方案，用于研究宫颈微生物群
Between-subject prediction reveals a shared representational geometry in the rodent hippocampus,neuroscience,受试者间预测揭示了啮齿动物海马中的共享代表性几何形状
Energetics of stochastic BCM type synaptic plasticity and storing of accurate information,neuroscience,随机BCM型突触可塑性和准确信息的存储的能量学
Extreme hot weather has stronger impacts on avian reproduction in forests than in cities,ecology,极端炎热的天气对森林的鸟类繁殖的影响要比城市更强烈
The Landscape of Precision Cancer Combination Therapy: A Single-Cell Perspective,bioinformatics,精确癌症联合疗法的景观：单细胞视角
eQTL Catalogue: a compendium of uniformly processed human gene expression and splicing QTLs,genomics,EQTL目录：统一处理的人基因表达和剪接QTL的纲要
The histone variant macroH2A1.1 regulates RNA Polymerase II paused genes within defined chromatin interaction landscapes.,genomics,组蛋白变体MacRoH2A1.1调节定义的染色质相互作用景观中暂停的RNA聚合酶II暂停基因。
Learning to Integrate an Artificial Sensory Device: Early Bayesian Integration and Conscious Perception,neuroscience,学习整合人造感官设备：早期的贝叶斯整合和有意识的感知
Dynamic landscape of protein occupancy across the Escherichia coli chromosome,systems biology,大肠杆菌染色体蛋白质占用率的动态景观
Insights into Cross-species Evolution of Novel Human Coronavirus SARS-CoV-2 and Defining Immune Determinants for Vaccine Development,microbiology,对新型人冠状病毒SARS-COV-2的跨物种演变的见解，并定义了疫苗发育的免疫决定因素
Interpretable detection of novel human viruses from genome sequencing data,bioinformatics,从基因组测序数据中对新的人类病毒的可解释检测
Loss and recovery of transcriptional plasticity after long-term adaptation to global change conditions in a marine copepod,evolutionary biology,长期适应海军陆战队中全球变化条件后，转录可塑性的丧失和恢复
CopyMix: Mixture Model Based Single-Cell Clustering and Copy Number Profiling using Variational Inference,bioinformatics,Copymix：基于混合模型的单细胞聚类和拷贝数分析，使用变异推理
Arginine-vasopressin mediates counter-regulatory glucagon release and is diminished in type 1 diabetes,cell biology,精氨酸 - 瓦asopressin介导反调节胰高血糖素的释放，并在1型糖尿病中减少
Fitting drift-diffusion decision models to trial-by-trial data,animal behavior and cognition,将漂移扩散决策模型拟合到试用数据
Semantic and Prosodic Threat Processing in Trait Anxiety.,neuroscience,性状焦虑中的语义和韵律威胁处理。
Understanding population structure in an evolutionary context: population-specific FST and pairwise FST,evolutionary biology,了解进化环境中的人口结构：特定于人群的FST和成对FST
Sharing mating opportunities by coalition males in stump-tailed macaques: elucidation of ecological mechanism by diversion of PvS model,animal behavior and cognition,在树桩尾猕猴中与联盟男性共享交配机会：通过PVS模型的转移来阐明生态机制
GAMIBHEAR: whole-genome haplotype reconstruction from Genome Architecture Mapping data,bioinformatics,Gamibhear：基因组架构映射数据的全基因组单倍型重建
Further perceptions of probability: in defence of trial-by-trial estimation models,animal behavior and cognition,对概率的进一步看法：捍卫逐审估计模型
"The context dependent effects of host competence, competition, and the pathogen transmission mode on disease prevalence",ecology,宿主能力，竞争和病原体传播模式对疾病患病率的背景依赖性影响
A Self-Attention Model for Inferring Cooperativity between Regulatory Features,genomics,一个自我注意的模型，用于推断监管特征之间的合作性
Non-negative Independent Factor Analysis disentangles discrete and continuous sources of variation in scRNA-seq data,bioinformatics,非负独立因素分析删除SCRNA-SEQ数据中离散和连续变化来源
Aquatic microbial community is partially functionally redundant: insights from an in situ reciprocal transplant experiment,ecology,水生微生物群落在部分功能上是多余的：来自原位相互移植实验的见解
CLOCK-induced upregulated HMGB1 resulting in circadian rhythms disruption of inflammatory microglia contributes to non-dipper hypertension in stressed rats,physiology,时钟引起的上调HMGB1导致昼夜节律破坏炎症性小胶质细胞有助于压力大鼠的非dipper高血压
Godanti Bhasma (anhydrous CaSO4) induces massive cytoplasmic vacuolation and cell survival response through stimulation of LC3 Associated Phagocytosis (LAP),cell biology,Godanti Bhasma（无水caso4）通过刺激LC3相关的吞噬作用（LAP）诱导大量的细胞质空泡和细胞存活反应
Macrophage Scavenger Receptor 1 mediates lipid-induced inflammation in non-alcoholic fatty liver disease,immunology,巨噬细胞清道夫受体1介导非酒精性脂肪肝病中脂质诱导的炎症
Functional Role of Second Heart Field-derived Cells in Aortic Integrity in Mice,pathology,第二个心脏场衍生细胞在小鼠主动脉完整性中的功能作用
Optimal anticipatory control as a theory of motor preparation: a thalamo-cortical circuit model,neuroscience,作为运动制备理论的最佳预期控制：丘脑皮层电路模型
Impact of immediate cryopreservation on the establishment of patient derived xenografts from head and neck cancer patients.,cancer biology,立即冷冻保存对头部和颈部癌患者衍生的异种移植的患者的影响。
The hidden cost of receiving favors: A theory of indebtedness,neuroscience,收到青睐的隐藏成本：债务理论
The parasite Schistocephalus solidus secretes proteins with putative host manipulation functions,genomics,寄生虫固体固体分泌具有假定宿主操纵功能的蛋白质
Hnrnpul1 loss of function affects skeletal and limb development,developmental biology,HNRNPUL1功能丧失会影响骨骼和肢体发育
Association of CDH11 with ASD revealed by matched-gene co-expression analysis and mouse behavioral studies,neuroscience,通过匹配的基因共表达分析和小鼠行为研究揭示了CDH11与ASD的关联
EMBER: Multi-label prediction of kinase-substrate phosphorylation events through deep learning,bioinformatics,Ember：通过深度学习对激酶 - 基底磷酸化事件的多标签预测
Bidirectional synaptic plasticity rapidly modifies hippocampal representations,neuroscience,双向突触可塑性迅速改变了海马表示
When to depart from a stopover site? Time-since-arrival matters more than current weather conditions,ecology,什么时候离开中途停留地点？时间 - 时间比当前的天气状况更重要
Depletion of nuclear pore protein NUP210 suppresses metastasis through heterochromatin-mediated disruption of tumor cell mechanical response,cancer biology,核孔蛋白NUP210的耗竭可通过异染色质介导的肿瘤细胞机械反应的破坏抑制转移
"Random access DNA memory in a scalable, archival file storage system",bioengineering,随机访问DNA存储器在可扩展的档案文件存储系统中
Highly replicated evolution of parapatric ecotypes,evolutionary biology,副型生态型的高度复制的演变
Phenotypic and genotypic parallel evolution in parapatric ecotypes of Senecio,evolutionary biology,Senecio的副生态型中的表型和基因型平行演化
Shape matters: the relationship between cell geometry and diversity in phytoplankton,ecology,形状问题：浮游植物的细胞几何形状与多样性之间的关系
Dynamic control of visually-guided locomotion through cortico-subthalamic projections,neuroscience,通过皮质 - 背河丘脑投影对视觉引导的运动的动态控制
Persistent increases of PKMζ in memory-activated neurons trace LTP maintenance during spatial long-term memory storage,neuroscience,在空间长期存储器存储期间，记忆激活神经元中PKMζ的持续增加
Multi-scale planning helps resolve global conservation needs with regional priorities,ecology,多尺度计划有助于解决全球保护需求，并有区域优先级
"Dynamic, adaptive sampling during nanopore sequencing using Bayesian experimental design",genomics,纳米孔测序期间使用贝叶斯实验设计的动态自适应抽样
Rational arbitration between statistics and rules in human sequence processing,neuroscience,人类序列处理中统计和规则之间的合理仲裁
Climate predicts geographic and temporal variation in mosquito-borne disease dynamics on two continents,ecology,气候预测两个大洲蚊子传播疾病动力学的地理和时间变化
Depletion of glycosaminoglycans decreases contact stiffness of single collagen I fibrils in aqueous solution,biophysics,糖胺聚糖的耗竭降低了水溶液中单胶原I纤维的接触刚度
Mechanisms underlying the cooperation between loss of epithelial polarity and Notch signaling during neoplastic growth in Drosophila,developmental biology,果蝇肿瘤生长过程中上皮极性丧失与缺口信号传导之间合作的机制
Sparse latent factor regression models for genome-wide and epigenome-wide association studies,bioinformatics,全基因组和全基因组关联研究的稀疏潜在因子回归模型
Post-copulatory sexual selection is associated with sperm aggregate quality in Peromyscus mice,evolutionary biology,术后性选择与Peromyscus小鼠的精子质量有关
Reference-free reconstruction and quantification of transcriptomes from Nanopore long-read sequencing,bioinformatics,无参考的重建和纳米孔长阅读测序的转录组的定量
SlKIX8 and SlKIX9 are negative regulators of leaf and fruit growth in tomato,plant biology,slkix8和slkix9是番茄叶和水果生长的负调节剂
Mapping microglia and astrocytes activation in vivo using diffusion MRI,neuroscience,使用扩散MRI在体内映射小胶质细胞和星形胶质细胞激活
A cryptic pocket in Ebola VP35 allosterically controls RNA binding,biochemistry,埃博拉病毒VP35中的一个隐秘袋中的寄来者控制RNA结合
Pathogen community composition and co-infection patterns in a wild community of rodents,ecology,病原体社区的组成和共同感染模式
Parallel mechanisms of visual memory formation across distinct regions of the honey bee brain,animal behavior and cognition,蜂蜜蜜蜂大脑不同区域的视觉记忆形成的平行机制
